student_code,ielts
8112369,7.497307016940288
4304955,7.499415008974945
5159667,7.506776525746842
8190736,7.507058119519666
3085696,7.5125255887411
8243179,7.513022662362468
8926233,7.522464020094381
3401106,7.523872859461664
1472070,7.5284889141935665
2693726,7.530472491331671
6821308,7.540944305894186
8341353,7.545151503192503
5770706,7.5464116642819326
4550252,7.5488146222047
9349677,7.550521412170809
9345234,7.557192934123185
8594630,7.558418225556552
5755635,7.55991141318089
5075045,7.562495528360956
570529,7.563733795510623
261445,7.5667760980960965
3934242,7.567873321930292
6594503,7.5723826459949475
784029,7.578927927739516
5437355,7.5811593073967485
8998978,7.584731996124944
7081440,7.587601951965529
4099694,7.589713072113044
3408505,7.595094293754566
8301428,7.602371327605323
308944,7.611947994383086
5286686,7.61422051075497
7676472,7.618175076929134
1461303,7.618376477529322
4301765,7.622123895298185
8064443,7.627973382106631
2994100,7.642208897960058
4766805,7.64284081002992
1297162,7.644175777298455
1146161,7.645142652741554
6774851,7.6485600419414315
4788482,7.652544827842293
8448022,7.656495603133866
7083604,7.668749587572292
1997501,7.673378632097013
4854619,7.677266642885754
6565377,7.681216413147466
6229439,7.681743152310945
9161826,7.685079907539659
3985250,7.686621204383234
9091899,7.687122069301284
5002059,7.688532257346426
6707912,7.696700491203975
5673694,7.700010491738432
5328566,7.703647004009112
819407,7.710583379811979
2638143,7.715660340797433
437913,7.7194690691906835
428821,7.720077666801734
3987008,7.7402081656150035
6825275,7.740532652673812
3715652,7.74115743162284
5293734,7.741164746764516
8557411,7.749255576031584
7872580,7.7494076954161235
907744,7.749875424969773
9237344,7.750479125735509
5820622,7.752646028476966
9188147,7.754350882062875
8734012,7.75649517479465
7033705,7.757392744010478
5645403,7.762560947857862
117297,7.775982469782035
888443,7.77871428581152
3365962,7.782540494262009
6110334,7.7837570478736575
9715754,7.791568334771644
5852613,7.79528383861523
1433572,7.7967492883459855
5737025,7.797903225241595
8172879,7.806895095244414
9104471,7.824224526207537
4801669,7.839471856936848
3865056,7.841845306922001
3425315,7.8477938864004315
5317092,7.84986889677252
8364605,7.854792286453314
928791,7.859036110693695
3920887,7.873263754684309
6752346,7.876716037566375
2946274,7.877816542774517
6088099,7.881800071756399
7169337,7.885761213089778
7971917,7.890845053045337
5546079,7.893668265440643
476794,7.897092428859054
3978450,7.897502884438331
3133349,7.924507836649648
6507054,7.927170830926066
882877,7.951009943263983
5002825,7.952424210461633
7168132,7.9573206915753385
6399492,7.968387217862402
5898946,7.973011739175646
7336694,7.9762153221230125
6028643,7.977471852569378
9824700,8.001233815719935
6149850,8.00692600780426
950350,8.009392497310353
8656255,8.011982889108323
2433679,8.016407204052808
535477,8.020773333127629
7836484,8.03647491884464
5751944,8.043219571970159
4427308,8.051904117160017
1681420,8.058906448560512
886261,8.059804976225674
3594708,8.07365765206624
7052314,8.07412533665498
3179042,8.074833777989308
6765769,8.078533093834286
6638655,8.082989226782562
8614668,8.094099984148242
6068633,8.094237901442039
6998046,8.115247094073236
3177099,8.150564154362202
2944180,8.158542664877883
6858699,8.178637297271786
8083939,8.183118166278344
5166112,8.189013415307919
4193886,8.189024922620721
9050668,8.215850613362297
5401358,8.217456129323047
1606145,8.2543892758142
2748202,8.26254479187422
1292931,8.264248279755156
4989084,8.26482930372753
7233456,8.275090110668943
971522,8.276785691758043
6149531,8.309748785913268
6990709,8.34687653624727
2281906,8.347161496974877
9090884,8.35640024886371
1600134,8.358706774503862
2704884,8.370396046752106
1805243,8.379762608035152
4374692,8.382211317466373
339779,8.384189420508765
3075605,8.399724219446929
5199154,8.405815281854624
6389249,8.407393770795618
8252885,8.425762139970402
9276748,8.425853052172256
6264014,8.432053630442436
7599412,8.435130253333579
6316074,8.44024187439795
5433968,8.451721908450944
4688727,8.452896722750074
8425032,8.465914629196442
9078989,8.479972178278034
3783909,8.486537249629592
1639600,8.493455285058328
7565106,8.52764008207301
5183801,8.531302548582772
2327503,8.543418027273972
3170771,8.566627165407331
1243647,8.573782539617424
7256406,8.584110969415356
1516953,8.593098606461165
2794245,8.64695271453236
521280,8.649387829489802
1009245,8.64991529341997
441207,8.659673549179386
1330746,8.723360259832612
3389791,8.740243152715244
692632,8.743448583781722
9960786,8.756470973411398
1262189,8.766502224025981
5830385,8.767105250804278
8902907,8.772150324256817
2481486,8.77616559710362
6813070,8.786400200275072
8268326,8.798580565723382
5493455,8.851946845148898
225438,8.944597700751832
3870183,8.958736024200206
7185904,8.97512600411249
6799744,9.003849559998338
9124327,9.014344774671837
2901445,9.024872348684578
9296866,9.033786302333581
6939789,9.0691208134148
8670556,9.069750586054035
2682814,9.147170207409737
3869457,9.189592016446202
1306751,9.316081953100602
1053692,9.332957902463253
317770,9.439208700398938
4199906,9.580862706135658
4936917,9.772641
7069129,9.772641
